id,name,location,room_info,floor,direction,area,price,avg_price,history,title,labels,timestamp
S3439050882358276,上南十一村,浦东 上南 德州路150弄1-77号,1室1厅1卫,中层(共6层),南,42.3㎡,205万,48464元/㎡,1993年建造,正南朝向 近医院 中间楼层采光好 近地铁 交通便利 满五  ,"['南', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:04
S3439882768900101,贝越水岸名邸(公寓住宅),浦东 川沙 妙境路1367弄,3室2厅2卫,中层(共8层),南,134.06㎡,690万,51470元/㎡,2007年建造,好赞好房，贝越水岸名邸，电梯4楼，临河位置，观澜加川中，急售,"['南', '满五年', '近地铁', '车位充足']",2024-06-07 16:16:46
S3439957403885583,锦南花苑,浦东 塘桥 浦建路725弄,3室2厅2卫,高层(共18层),南,136㎡,898万,66030元/㎡,1995年建造,购物方便 南向采光好 满五 商品房 近医院 出行方便,"['南', '热门小区', '近地铁', '房东急售']",2024-06-07 16:36:58
S3439984509656067,浦东绿地香颂(公寓住宅),浦东 三林 秀沿西路218弄,2室2厅1卫,中层(共18层),南,87.84㎡,530万,60337元/㎡,2011年建造,浦东绿地香颂(公寓住宅) 精装修 正规商品房 停车方便,"['南', '满五年', '车位充足']",2024-06-07 16:37:30
S3440200017320966,绿地崴廉公寓,浦东 高行 东靖路2250弄,2室2厅1卫,中层(共11层),南北,95.01㎡,500万,52627元/㎡,2009年建造,南北通透，价格可谈空间大，看房方便，采光无遮挡，精装修全送。,"['热门小区', '南北通透', '价格优惠']",2024-06-07 16:41:55
S3440301763566598,徐汇公园道壹号,"徐汇 龙华 宾南路19弄,宾阳路18弄",3室2厅2卫,中层(共28层),南北,134.31㎡,2100万,156355元/㎡,2018年建造,18年次新房 人车分流 高区精装 中央空调 全屋地暖,"['南北', '满五年', '近地铁']",2024-06-07 15:33:26
S3441399798702088,绿洲康城亲水湾(中区),浦东 御桥 康桥路1558弄,2室2厅1卫,低层(共18层),南北,90.27㎡,536万,59378元/㎡,2017年建造,绿洲康城亲水湾(中区) 满五   次新房 板楼 电梯房,"['南北', '满五年', '车位充足', '户型方正']",2024-06-07 16:37:35
S3441430003916800,美地芳邻苑,浦东 曹路 顾唐路138弄,3室1厅1卫,中层(共6层),南北,88.31㎡,493万,55827元/㎡,2006年建造,9号顾唐路商品房，采光好南北通透，对面招商花园城，看房方便,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:35
S3441436856115206,美地芳邻苑,浦东 曹路 顾唐路138弄,3室2厅2卫,中层(共6层),南北,126.7㎡,588万,46409元/㎡,2006年建造,中间好楼层 满五   近地铁 豪华装修 正规商品房 高绿化,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:54
S3441742255334411,盛世南苑,浦东 三林 和炯路77弄1-30号,3室1厅1卫,中层(共33层),南北,79.66㎡,415万,52097元/㎡,2013年建造,满五  住房 电梯房 精装修 南北通透 盛世南苑 房东急置换,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:23
S3441800861801480,妙虹新苑,浦东 川沙 运盐河路1255弄,2室2厅1卫,高层(共11层),南北,80.27㎡,305万,37997元/㎡,2019年建造,急出）19年次新小区~精装20多个~电梯中层！小区花园位置,"['热门小区', '新上小区', '南北通透']",2024-06-07 16:37:11
S3443155452011521,同康苑,浦东 三林 三舒路288弄,2室1厅1卫,低层(共33层),南,70.17㎡,352万,50164元/㎡,2014年建造,业主置换急售，三林南8号线地铁口，电梯次新两房，适合刚需初套,"['南', '热门小区', '近地铁', '配套成熟']",2024-06-07 16:37:07
S3443225529066500,潼港二村,"浦东 高桥 大同路688弄,清溪路299弄",2室2厅1卫,高层(共6层),南,91㎡,300万,32968元/㎡,2002年建造,新上好房！满五年大两居 高楼层视野无遮挡 钥匙在手随时可看。,"['南', '满五年', '近地铁']",2024-06-07 16:37:35
S3443237773286410,建业新村,"浦东 南码头 杨高南路2030弄,杨高南路2140弄",2室1厅1卫,低层(共6层),南北,68.28㎡,380万,55654元/㎡,1998年建造,7号线杨高南路地铁口 精装修自住 位置安静 配套成熟,"['南北', '热门小区', '近地铁', '随时可看']",2024-06-07 16:37:04
S3444223019588615,沔溪苑,浦东 康桥 川周公路2828弄17-85号(单号),2室2厅1卫,中层(共6层),南,85.74㎡,390万,45487元/㎡,2004年建造,新政不涨价 三轨相交连接点 双车位 视野前后无遮挡,"['南', '热门小区']",2024-06-07 16:37:07
S3444375765392392,依水园(一期),浦东 三林 林展路411弄,2室1厅1卫,高层(共34层),南北,69.53㎡,325万,46743元/㎡,2012年建造,真实可看！三林南！ 南北通透 ！临地铁！ 满五！好看房,"['南北', '满五年', '近地铁']",2024-06-07 16:37:04
S3444387588038670,东方康德家园,"浦东 三林 和佳路105弄,林德路718弄,懿行路971弄",2室2厅1卫,高层(共6层),南,72.45㎡,335万,46239元/㎡,2009年建造,板楼 商圈成熟 高楼层视野好 南向采光好 满五 动静分离,"['南', '满五年', '多人关注']",2024-06-07 16:37:23
S3444571242897414,翰城国际,浦东 三林 云台路1000弄1-39号,3室2厅1卫,中层(共11层),南北,115.24㎡,775万,67251元/㎡,2005年建造,三林 出行方便 带电梯 中间楼层 近地铁 南北通透 近医院,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:54
S3445640991399951,盛世春晓苑,浦东 曹路 民春路501弄,2室1厅1卫,低层(共11层),南北,82㎡,305万,37196元/㎡,2009年建造,盛世春晓苑 大两房 满二 出行方便 南北通透 近地铁,"['南北', '满二年', '近地铁', '多人关注']",2024-06-07 16:37:46
S3445678482481163,浦发绿城,"浦东 三林 永泰路1960弄,2079弄,2080弄,浦三路2801弄,西泰林路750弄,850弄,901弄,东泰林路799弄",4室2厅2卫,高层(共6层),南北,93.68㎡,555.2万,59266元/㎡,2004年建造,3.7日新上复式，预装了电梯，赠80平，看中可谈50W,"['南北', '近地铁', '多人关注']",2024-06-07 16:37:30
S3445785450160139,杨镇新村,"浦东 张江 龙三路70,84,98,122,136,152,166,180弄,杨镇路60,65,76,81,97弄",2室1厅1卫,高层(共6层),南,71.74㎡,265万,36939元/㎡,1994年建造,新上张江 高层 双南俩室 小区中心位置 视野好 满五,"['南', '满五年', '多人关注']",2024-06-07 16:37:23
S3445957424472066,鹤沙航城航武嘉园(西区),浦东 航头 航瑞路459弄,2室2厅1卫,中层(共6层),南北,72.41㎡,235万,32455元/㎡,2013年建造,(业主上门拜访）（精装修20W）（房子已经定好）（欢迎来电）,"['南北', '房东直卖', '满五年', '近地铁']",2024-06-07 16:37:15
S3446001007944704,绿洲康城亲水湾(东区),浦东 御桥 康桥路1633弄1-43号,2室2厅1卫,高层(共15层),南北,89.19㎡,465万,52136元/㎡,2010年建造,高楼层视野好，全明户型全朝南，开发商统一装修交付，急售满五年,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:30
S3446046043561996,钦州南路300弄小区,徐汇 康健 钦州南路300弄,2室1厅1卫,低层(共6层),南北,56.33㎡,338万,60004元/㎡,1993年建造,新上边套（康宁，中国中学）2楼南北两房，已装电梯。店长熊焕,"['南北', '满五年', '近地铁', '户型方正']",2024-06-07 15:52:19
S3446056336727044,长达佳苑(公寓住宅),"浦东 航头 航梅路525弄1支弄,航梅路525弄2支弄,航梅路525弄4支弄,航梅路525弄5支弄,航梅路525弄6支弄",3室2厅2卫,中层(共6层),南北,121.42㎡,325万,26767元/㎡,2008年建造,长达佳苑(公寓住宅) 满五   精装修 南北通透 双卫格局,"['南北', '唯一住房']",2024-06-07 16:14:48
S3446130369880064,金群苑(南区),浦东 曹路 金钻路398弄1-41号,2室1厅1卫,中层(共18层),南北,78㎡,295万,37821元/㎡,2015年建造,临河位置丨高层采光好丨南北户型通透丨精装修，看房随时 有钥匙,"['南北', '热门小区', '房东急售', '随时可看']",2024-06-07 16:36:54
S3446143693265923,海防新村,浦东 洋泾 罗山路108弄,3室1厅1卫,共5层,南北,61.35㎡,345万,56235元/㎡,1983年建造,内环内丨两房朝南 一房朝北丨中间楼层丨繁华商圈丨诚心出售,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:39
S3446205346718725,九龙仓滨江壹十八,浦东 塘桥 浦明路1199弄,4室2厅3卫,共5层,南北,244.72㎡,3500万,143021元/㎡,2017年建造,陆家嘴旁 九龙仓滨江壹十八 次新大宅 南北通透双套房朝南,"['南北', '满五年', '近地铁', '车位充足']",2024-06-07 16:16:50
S3446352331923456,瀚锦苑,浦东 上南 洪山路1889弄,2室2厅1卫,中层(共13层),南北,99.7㎡,665万,66701元/㎡,2005年建造,房东急售，豪装全送，附带车位，景观楼层，南北通透，近地铁！！,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:15
S3447110507553794,雪野二村,"浦东 世博 雪野路34弄,浦东南路4950弄,浦东南路4800弄",2室1厅1卫,高层(共6层),南北,51.25㎡,330万,64391元/㎡,1986年建造,雪野二村 满五   临地铁 南北通透 高楼层视野好 交通便利,"['南北', '满五年', '近地铁']",2024-06-07 16:37:35
S3447178793870339,万科清林径(公寓住宅),浦东 新场 牌楼东路528弄,3室2厅1卫,中层(共18层),南,96.9㎡,312万,32199元/㎡,2012年建造,近地铁近  ，二梯四户，小区中心位置，价格好谈，精装修,"['南', '满五年', '多人关注']",2024-06-07 16:37:54
S3447350881263628,瀚锦苑,浦东 上南 洪山路1889弄,2室2厅1卫,中层(共14层),南北,99.7㎡,666万,66801元/㎡,2004年建造,前滩高品质小区 近地铁 刚需两居 送全屋精装修 花园喷泉位置,"['南北', '满五年', '近地铁']",2024-06-07 16:15:07
S3447453376783369,蓝村小区,"浦东 塘桥 南泉路1241弄,蓝村路501弄",1室2厅1卫,高层(共6层),南北,56.31㎡,335万,59493元/㎡,1998年建造,46线双轨 医疗配套成熟 临地铁 满五 商品住宅 交通便利,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:19
S3448376232633345,华天小区,浦东 川沙 妙境路141弄1-15号,3室1厅1卫,中层(共6层),南,81.2㎡,230万,28326元/㎡,1994年建造,大开间，一梯两户，交通便利，诚意出售，居家装修,"['南', '近地铁', '绿化率高', '多人关注']",2024-06-07 16:37:11
S3448531745742855,铂庭俱进家园,浦东 高行 俱进路90弄,3室2厅1卫,中层(共13层),南北,92.56㎡,560万,60502元/㎡,2010年建造,位置安静，采光无遮挡，价格可谈空间大，但凡有钥匙，带车位。,"['南北通透', '公摊小', '随时可看']",2024-06-07 16:37:04
S3448584012274703,黄山一村,"浦东 金杨新村 博山东路440弄,博山东路446,448,466,468,482,484号",3室2厅2卫,中层(共6层),南北,100.41㎡,695万,69217元/㎡,1995年建造,急售 可大谈 三房两卫，中间楼层，送固定租赁车位，接受置换,"['南北', '满五年', '近地铁']",2024-06-07 16:37:30
S3448616818795535,张江三湘海尚,浦东 张江 绿晓路58弄,2室2厅1卫,中层(共18层),南,87.52㎡,830万,94836元/㎡,2017年建造,新出房源，飞机户型两房两厅，采光好，诚意出售,"['南', '满二年', '车位充足']",2024-06-07 16:37:07
S3448788959009803,德州二村,"浦东 世博滨江 德州路255弄,德州路255弄40支弄",1室1厅1卫,高层(共6层),南,38.12㎡,190万,49843元/㎡,1988年建造,德州二村 精装好房 临地铁 商业配套成熟 高楼层视野好,"['南', '满五年', '近地铁']",2024-06-07 16:16:54
S3449005258957834,汤臣商务中心,"浦东 陆家嘴 张杨路158,188,228号",3室2厅2卫,高层(共28层),南,48.6㎡,314万,64610元/㎡,2020年建造,靠近陆家嘴江景公寓 生活地铁配套齐全 新装修诚意出售看房电联,"['南', '满五年', '近地铁', '次新房']",2024-06-07 16:36:58
S3449020690751501,汤臣商务中心,"浦东 陆家嘴 张杨路158,188,228号",3室2厅3卫,高层(共29层),南北,48.74㎡,285万,58474元/㎡,2014年建造,陆家嘴核心地段 精装修一线江景公寓带车位 地铁口 拎包入住,"['南北', '满五年', '近地铁']",2024-06-07 16:36:58
S3449266014807040,上南花城,"浦东 世博 耀华路87弄,耀华路85弄1-10号",2室2厅1卫,高层(共11层),南,101.29㎡,900万,88854元/㎡,2002年建造,大两房 商圈成熟 出行方便 正南朝向 医疗配套成熟 环境好,"['南', '近地铁', '绿化率高', '多人关注']",2024-06-07 16:12:11
S3450136654357505,华欣家园,徐汇 华泾 龙吴路2418弄1-160号,2室1厅1卫,高层(共6层),南北,62.83㎡,466万,74169元/㎡,2004年建造,华欣家园 高楼层采光充足 精装修 超低密度 交通便捷,"['南北', '满五年']",2024-06-07 15:52:19
S3450229159797772,浦江东旭公寓(东区),浦东 高行 东靖路669弄1-109号,2室2厅1卫,中层(共7层),南,81.46㎡,439万,53892元/㎡,2007年建造,价格好谈税少，新挂牌森兰板块双南两房，双阳台，小区中间不靠路,"['南', '热门小区', '配套成熟', '房东急售']",2024-06-07 16:37:04
S3450296623948801,长桥一村,徐汇 长桥 长桥一村1-89号,2室1厅1卫,低层(共6层),南,58㎡,399万,68794元/㎡,1988年建造,业主以旧换新已交新房定金，坐等有缘人来撩,"['南', '满五年', '近地铁']",2024-06-07 15:52:19
S3450515676897292,长顺坊,徐汇 康健 桂林西街14弄1-25号,2室1厅1卫,高层(共6层),南北,55.84㎡,350万,62680元/㎡,1994年建造,新上中国中 电梯南北两房 已卖急售 小区花园位置 带固定车位,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 15:33:58
S3451385385296904,金海华城永华苑,浦东 曹路 龚华路35弄,2室1厅1卫,低层(共18层),南北,84.59㎡,276万,32628元/㎡,2014年建造,金海华城永华苑 楼龄新 装修好 南北通透 大两房 交通便利,"['南北', '近地铁', '多人关注']",2024-06-07 16:16:50
S3451402390313990,南郊中华园,浦东 航头 航鹤路1699弄,3室3厅2卫,低层(共67层),南北,226㎡,1360万,60177元/㎡,2010年建造,南郊中华园 大边套 好户型 带车库  商品房 满五税少随时看,"['南北', '满五年', '近地铁']",2024-06-07 16:37:19
S3451415008238593,东方中华园,浦东 洋泾 羽山路600弄,3室2厅2卫,中层(共13层),南,142.88㎡,1530万,107083元/㎡,2003年建造,强力推荐142.88平 飞机户型 中心位置小高层,"['南', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:07
S3451444449764362,金桥湾清水苑(二期),浦东 金桥 荷泽路828弄,2室1厅1卫,高层(共6层),南,69.19㎡,360万,52031元/㎡,1999年建造,金桥湾清水苑(二期) 精装修 拎包入住 预约看房,"['南', '热门小区']",2024-06-07 16:37:00
S3451624162270213,汇福家园祥和里(东),浦东 周浦 周阳路259弄,3室1厅2卫,高层(共18层),南北,97.82㎡,435万,44470元/㎡,2017年建造,三房两卫 精装修 电梯中高层 南北户型 看房随时,"['南北', '满五年', '多人关注']",2024-06-07 16:37:54
S3451748516798470,梅园三街坊,"浦东 八佰伴 商城路1025弄,商城路991弄,乳山路130弄,乳山路138弄,乳山路160弄",2室1厅1卫,高层(共6层),南北,47.94㎡,435万,90739元/㎡,1989年建造,梅园 临地铁 医疗配套成熟 商品房 出行方便 高楼层采光充足,"['南北', '唯一住房', '近地铁']",2024-06-07 16:37:30
S3452735049949196,丰怡苑,浦东 曹路 龚华路50弄1-93号,2室2厅1卫,高层(共6层),南北,87.27㎡,315万,36095元/㎡,2006年建造,50万精装修复式带阁楼！地铁口小区，业主急售带车位看房随时。,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:46
S3453030741352457,高申北苑,浦东 高行 思学路165弄,1室2厅1卫,高层(共18层),南北,57.58㎡,268万,46544元/㎡,2015年建造,18年次新小区，电梯高楼层景观一房，满五 精装修可拎包入住,"['南北', '热门小区', '近地铁', '新上小区']",2024-06-07 16:37:04
S3453126872275983,万源晶典公寓,"浦东 陆家嘴 浦东大道599号,昌邑路600号",2室2厅1卫,中层(共21层),南北,80㎡,318万,39750元/㎡,2018年建造,陆家嘴核心！通燃气民用水电！高区景观视野  ！直面江景！,"['南北', '近地铁', '多人关注']",2024-06-07 16:37:00
S3454148840578056,星晓家园,浦东 曹路 金晓路96弄,1室1厅1卫,中层(共18层),南,52.18㎡,205万,39288元/㎡,2012年建造,首推好房，有对比就有伤害，没有价格差，真  格，他司无挂牌,"['南', '热门小区', '价格优惠', '随时可看']",2024-06-07 16:37:11
S3454322268562444,弘扬沁园,浦东 洋泾 苗圃路400弄,2室2厅1卫,中层(共15层),东北,93.47㎡,800万,85589元/㎡,2004年建造,弘扬沁园 精装修 拎包入住 随时看房,"['东北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:27
S3454381200563211,巨杨小区,浦东 洋泾 沈家弄路901弄,2室1厅1卫,高层(共6层),南北,53.06㎡,310万,58425元/㎡,1992年建造,南北通透 装修好 交通便捷 近地铁 高楼层视野无遮挡 近医院,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:00
S3454558174748675,伟业金锦苑东方丽景,浦东 金桥 东陆路429弄1-54号,2室2厅1卫,低层(共14层),南北,96.25㎡,639万,66390元/㎡,2005年建造,双轨道交通出行便捷，毗邻嘉里中心。,"['南北', '满五年', '近地铁']",2024-06-07 16:16:44
S3454638357029897,金桥湾清水苑(二期),浦东 金桥 荷泽路828弄,2室1厅1卫,高层(共6层),南北,69.19㎡,355万,51308元/㎡,1998年建造,二期中间位置 落地窗 蒲公英    金茂   毗邻金桥公园,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:14:42
S3455460022067205,千汇苑二村,浦东 祝桥  千汇路580弄,2室2厅1卫,共5层,南,80.38㎡,224万,27868元/㎡,2007年建造,"东站附近,千汇苑二村,南北通大两房,好楼层,急售,看房方便","['南', '满五年', '多人关注']",2024-06-07 16:37:19
S3455507582673935,东荷小区,浦东 金桥 东陆路1018弄,3室1厅1卫,高层(共6层),南,86.4㎡,368万,42593元/㎡,1997年建造,金桥 正南朝向 产权清晰 交通便利 医疗配套成熟,"['南', '满五年', '近地铁']",2024-06-07 16:37:39
S3455560036719628,中海云麓里,浦东 航头 航鹤路1000弄,3室2厅2卫,高层(共9层),南北,89㎡,370万,41574元/㎡,2020年建造,中海云麓里 电梯洋房 双卫格局 居住密度低 南北通透,"['南北', '满二年', '近地铁', '车位充足']",2024-06-07 16:37:35
S3455630634769414,海洲桃花园,浦东 航头 航头路988弄,2室2厅1卫,低层(共11层),南北,81㎡,240万,29630元/㎡,2004年建造,海洲桃花园 近地铁 带车位 带电梯 满五   得房好,"['南北', '满五年', '近地铁']",2024-06-07 16:37:15
S3455795051372547,上南花苑(三期),"浦东 世博 齐河路257弄,齐河路259弄",3室2厅2卫,中层(共12层),南北,139.24㎡,950万,68228元/㎡,2002年建造,诚信~只做眞房丨电梯3房（新政税无）单价6.8w丨房东超诚意,"['南北', '满五年', '近地铁']",2024-06-07 16:16:47
S3455940894957581,保利铃兰公馆(公寓住宅),浦东 临港新城 铃兰路508弄,3室2厅2卫,高层(共8层),南北,89.99㎡,280万,31115元/㎡,2019年建造,顶楼复式，送80平方阁楼，急售价格好谈 地铁口500米,"['南北', '满五年', '近地铁', '车位充足']",2024-06-07 16:15:07
S3455960945631241,上南花苑(三期),"浦东 世博 齐河路257弄,齐河路259弄",3室2厅1卫,中层(共12层),南北,139.24㎡,980万,70383元/㎡,2000年建造,电梯板式三房两厅户型正气随时看房双轨交汇出行便利,"['南北', '满五年', '近地铁']",2024-06-07 16:37:04
S3456000224877574,华天小区,浦东 川沙 妙境路141弄1-15号,3室1厅2卫,中层(共6层),南北,81.2㎡,240万,29557元/㎡,1994年建造,实惠三室满五   近地铁 中间库楼层,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:16:50
S3457038748083211,德川新苑,浦东 川沙 德川路259弄,3室2厅1卫,中层(共6层),南,105.36㎡,418万,39674元/㎡,2016年建造,德川新苑 16年次新小区 飞机户型 3室2厅南北通透看房方便,"['南', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:54
S3457058217368582,花苑村玉兰园,徐汇 康健 桂江路77弄1-62号,2室1厅1卫,高层(共6层),南,68.61㎡,311万,45329元/㎡,1993年建造,玉兰园双南两房，位置好，周边配套齐全，看房随时,"['南', '满五年', '近地铁', '多人关注']",2024-06-07 15:34:30
S3458413063920646,金杨七街坊,"浦东 金杨新村 枣庄路810弄,金口路411弄,金口路471弄,枣庄路998弄",1室1厅1卫,中层(共6层),南,48.02㎡,220万,45815元/㎡,1996年建造,一手动迁，全明一室户，好楼层，户型优美,"['南', '优势户型', '满五', '房东急售']",2024-06-07 16:37:35
S3458463338568711,陆家嘴花园(二期),浦东 源深 羽山路308弄,3室2厅2卫,中层(共24层),南,145.87㎡,1580万,108316元/㎡,2004年建造,陆家嘴花园(二期) 精装修 拎包入住 预约看房,"['南', '热门小区', '优势户型', '满五']",2024-06-07 16:37:07
S3458499756057601,华高新苑(南区),浦东 高行 金高路1068弄1-25号,4室3厅3卫,高层(共6层),南北,230㎡,1180万,51305元/㎡,2000年建造,华高新电梯复试 临地铁 南北通透 装修好 看房有钥匙,"['南北', '满五年', '近地铁']",2024-06-07 16:37:30
S3458551434910720,美林小城,浦东 周浦 沪南路3468弄,2室2厅1卫,低层(共6层),南,84.49㎡,400万,47343元/㎡,2007年建造,美林小城 2室0厅 预约看房,"['南', '近地铁']",2024-06-07 16:37:23
S3458752000336906,金海华城恒裕嘉园,浦东 曹路 霞玉路436弄,3室1厅1卫,高层(共18层),南北,96.56㎡,285万,29516元/㎡,2020年建造,准新小区，中间楼层，精装修，拎包入住，户型正气全明，固定车位,"['南北', '满五年', '次新房', '多人关注']",2024-06-07 16:36:58
S3459798257917954,银丰苑,浦东 曹路 银峰路549弄1-171号,2室2厅2卫,高层(共6层),南北,95.21㎡,420万,44114元/㎡,2007年建造,曹路 满五 临地铁 双卫格局 刚需两居 南北通透,"['南北', '满五年', '近地铁']",2024-06-07 16:37:54
S3459941545648140,文怡苑(二期),浦东 康桥 环桥路1488弄,3室2厅1卫,高层(共14层),南北,96.44㎡,380万,39403元/㎡,2012年建造,有钥匙！诚售！北靠万亩生态园！带阁楼！使用面积大！看房随时,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:54
S3460017902903297,保利首创颂,浦东 康桥 渡桥路288弄,4室2厅2卫,共5层,南北,125.85㎡,1050万,83433元/㎡,2020年建造,保利首创颂 次新小区 满五 中间好楼层 商品房 车位充足,"['南北', '满五年', '车位充足']",2024-06-07 16:37:11
S3460413889551371,绿川新苑,"浦东 北蔡 绿林路50弄,绿林路52弄,绿林路320弄,绿林路51弄",2室1厅1卫,低层(共6层),南北,62.53㎡,325万,51976元/㎡,2003年建造,绿川新苑 南北通透 商品住宅 医疗配套成熟 满五   近地铁,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:36:54
S3461470268465165,山泉花苑(西区),浦东 潍坊新村 北张家浜路98弄1-6号,2室2厅2卫,中层(共6层),南北,97.1㎡,810万,83420元/㎡,2000年建造,2000年品质小区，靠近塘桥公园，环境优美，南北通透,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:16:44
S3461560418443264,北中路280弄小区,浦东 北蔡 北中路280弄,1室1厅1卫,高层(共6层),南北,48.56㎡,208万,42834元/㎡,1996年建造,满五   北蔡 全明一房 婚房精装 双轨交环绕 视野好 诚售,"['热门小区', '南北通透', '房东急售']",2024-06-07 16:37:39
S3461739231911942,宛南六村,"徐汇 龙华 宛南六村,天钥桥路905弄1-46号",2室1厅1卫,高层(共6层),南北,51㎡,423万,82942元/㎡,1987年建造,复旦电梯两房！楼层好采光刺眼！50萬豪装全送！业主出国急售,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 15:40:40
S3461947003036676,维多利华庭,浦东 洋泾 苗圃路218弄,2室2厅1卫,低层(共14层),南北,97.94㎡,899万,91791元/㎡,2006年建造,小区性价比W，一梯两户，小区中心位置天然氧吧楼层,"['南北', '热门小区', '配套成熟', '满五']",2024-06-07 16:41:55
S3462661927461891,金海华城悦虹雅苑,浦东 曹路 海鹏路380弄,3室1厅1卫,中层(共18层),南北,107.63㎡,435万,40417元/㎡,2020年建造,价格不设限丨产证已出丨精装修全送丨看房联系小赵丨带充电车位,"['南北', '满五年', '次新房']",2024-06-07 16:36:54
S3462725516320774,永泰花苑,浦东 三林 永泰路630弄,2室1厅1卫,高层(共11层),南北,75.48㎡,373万,49418元/㎡,2006年建造,近地铁 带电梯 南北通透 装修好 满五 高楼层采光充足,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:07
S3462799046829064,明天华城,"浦东 周浦 康沈路2262弄,周星路500弄",3室2厅1卫,低层(共18层),南北,97.35㎡,504万,51772元/㎡,2016年建造,临近地铁丨次新小区丨2改3丨低密度丨电梯5层丨拎包入住丨急售,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:39
S3462915565395976,阳光城愉景湾,浦东 川沙 妙川路800弄,3室1厅1卫,中层(共20层),南北,89.6㎡,498万,55581元/㎡,2016年建造,实时特惠！错过今天，再等十年丨川沙，次新房，精装三房，近地铁,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:46
S3462974859353094,罗山八村,"浦东 金杨新村 博山东路128弄,德平路215弄1-55号",3室1厅1卫,中层(共6层),南北,93.21㎡,555万,59543元/㎡,1998年建造,德平路站，原始三房，中间楼层，户型方正，南北通透，烫金地段,"['南北', '满五年', '近地铁']",2024-06-07 16:37:19
S3464105077283843,保利首创颂,浦东 康桥 渡桥路288弄,4室2厅3卫,共5层,南北,125.85㎡,1180万,93763元/㎡,2019年建造,比联排还要好，比独栋还有  的平太院子，比平层还要大的房间,"['南北', '满二年', '车位充足']",2024-06-07 16:16:50
S3464216251228169,海尚乐苑,浦东 周浦 周邓公路6600弄1-33号,2室2厅1卫,中层(共14层),南北,78.85㎡,315万,39950元/㎡,2010年建造,近医院 近地铁 装修好 南北通透 满五   楼层好,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:04
S3464228323023886,潍坊九村,"浦东 潍坊新村 浦电路330弄,崂山路644弄,崂山路638弄",3室1厅1卫,中层(共6层),南北,74.08㎡,530万,71545元/㎡,1984年建造,潍坊九村 近医院 出行方便 商品住宅 近地铁 南北通透,"['南北', '满五年', '近地铁']",2024-06-07 16:36:51
S3464696557446144,崮山小区四街坊,浦东 洋泾 羽山路1445弄,3室2厅1卫,中层(共6层),南北,81.09㎡,560万,69060元/㎡,1997年建造,崮山四街坊，六师进才，配套齐全，房型正，房东诚心，总价低。,"['南北', '满五年', '近地铁']",2024-06-07 16:37:11
S3465035485600775,瀚锦苑,浦东 上南 洪山路1889弄,3室2厅1卫,低层(共11层),南,114.86㎡,830万,72262元/㎡,2003年建造,品质小区 近地铁 中心位置    费 接受置换 看房随时,"['南', '唯一住房', '近地铁', '多人关注']",2024-06-07 16:37:15
S3465037250814982,大华斐勒公园(北艾路1643弄),浦东 世博 北艾路1643弄,2室2厅1卫,低层(共17层),南,93.19㎡,1150万,123404元/㎡,2019年建造,精装好房 低密宜居 次新房 临地铁 出行方便 停车方便,"['南', '有电梯', '近地铁', '车位充足']",2024-06-07 16:36:58
S3465508941389834,永泰花苑,浦东 三林 永泰路630弄,2室1厅1卫,中层(共18层),南北,72.51㎡,366万,50476元/㎡,2006年建造,房东急售 交通便捷 中间楼层 购物方便 临地铁 满五  ,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:41:55
S3465509286159366,瑞和苑,浦东 周浦 瑞和路168弄,2室1厅1卫,中层(共14层),南北,75.47㎡,242万,32066元/㎡,2008年建造,一房的价格买两房 东边套全明户型 电梯中间楼层 房东非常诚意,"['南北', 'VIP房东直卖', '满五年', '近地铁']",2024-06-07 16:37:35
