id,name,location,room_info,floor,direction,area,price,avg_price,history,title,labels,timestamp
S3092070880158725,东方知音苑,浦东 金杨新村 博山东路811弄,3室2厅2卫,低层(共7层),南北,127.53㎡,850万,66651元/㎡,2003年建造,花园位置丨已满五年丨无个税带车位丨建平 旁，空关随时看房！,"['南北', '热门小区', '价格优惠', '房东急售']",2024-06-07 16:36:58
S3092421308343305,寿祥坊,徐汇 康健 桂林西街111弄,2室1厅1卫,中层(共6层),南北,55.23㎡,309万,55948元/㎡,1999年建造,沿河景观（康宁中国中）4楼，东边套，固定车位。,"['南北', '满五年', '近地铁', '户型方正']",2024-06-07 15:42:03
S3093863239932928,宛南一村,徐汇 徐家汇 宛南一村1-38号,2室1厅1卫,共5层,南,50㎡,378万,75600元/㎡,1981年建造,周伟力荐|近东二 急售可谈 南北通2房 边套全明 税各付,"['南', '满五年', '近地铁']",2024-06-07 15:52:19
S3094592926800902,金领国际(公寓住宅),浦东 唐镇 川沙路1666弄,2室2厅1卫,高层(共11层),南北,84.84㎡,285万,33593元/㎡,2009年建造,产权清晰 大两居 精装修 南北通透 满五   有电梯,"['南北', '满五年', '多人关注']",2024-06-07 16:16:45
S3096381478362125,汇丽苑,"浦东 周浦 川周公路4011弄,关岳路229弄,周东新村",2室2厅1卫,低层(共6层),南,75.01㎡,310万,41328元/㎡,2006年建造,带40平大花园！业主急售，双傅雷，前面没有楼栋，位置安静,"['南', '满五年', '绿化率高', '多人关注']",2024-06-07 16:36:51
S3096498833563656,金领国际(公寓住宅),浦东 唐镇 川沙路1666弄,2室1厅1卫,低层(共11层),南,84.84㎡,278万,32768元/㎡,2009年建造,精装可拎包入住 有电梯 大两居 商品房 朝南 满五,"['南', '满五', '价格优惠', '房东急售']",2024-06-07 16:36:58
S3097458072921097,凌兆七村,"浦东 三林 凌兆路334弄,凌兆路396弄,凌兆路428弄",2室1厅1卫,低层(共6层),南北,73.6㎡,349万,47419元/㎡,1995年建造,三林 交通便利 正规商品房 商业配套成熟 南北通透 装修好,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:35
S3097713055652878,泾东小区,"浦东 洋泾 崮山路459号,博山路51弄,博山路13弄,泾东一村",1室1厅1卫,高层(共6层),南,43.37㎡,228万,52571元/㎡,1987年建造,泾东小区，六师，配套齐全，房型正，房东诚心，总价低，随时看房,"['南', '南北通透', '满五', '随时可看']",2024-06-07 16:37:39
S3098881136909324,金桥花苑,浦东 金桥 长岛路588弄,3室1厅1卫,低层(共6层),南北,61.18㎡,357万,58353元/㎡,1998年建造,25平大天井！30萬精装修，底于市场价30萬，急售一梯两户！,"['南北', '热门小区', '近地铁']",2024-06-07 16:37:00
S3099432415584263,园南二村,徐汇 上海植物园 园南二村6-85号,2室1厅1卫,低层(共6层),南北,58.2㎡,368万,63231元/㎡,1990年建造,（业主有多处房子，卖掉换别墅 现在急着要首付）满五售后公房,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 15:52:19
S3099464232789000,梅园三街坊,"浦东 八佰伴 商城路1025弄,商城路991弄,乳山路130弄,乳山路138弄,乳山路160弄",1室1厅1卫,中层(共6层),南北,37.82㎡,355万,93866元/㎡,1985年建造,梅园板块 价值一室户 不急不推荐 不能等 四轨相交 !,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:15
S3100349195836427,锦绣华都,浦东 御桥 御衡路68弄,2室2厅1卫,高层(共18层),南北,90.16㎡,578万,64109元/㎡,2010年建造,不靠高压 满五年就一套  精装修 带产权车位  随时看房,"['热门小区', '南北通透', '满五']",2024-06-07 16:37:07
S3100633892185088,爱法奥朗新庄园,浦东 航头 航头路1688弄,3室2厅3卫,共3层,南北,232.1㎡,1380万,59458元/㎡,2009年建造,急售小面积大花园 商品住宅 低容积 临地铁满五   南北通透,"['南北', '热门小区', '价格优惠', '房东急售']",2024-06-07 16:37:39
S3100939051475973,东陆新村四街坊,浦东 金桥 凌河路38弄,2室2厅1卫,高层(共6层),南北,83.84㎡,388万,46279元/㎡,1995年建造,两年婚装 中心位置 诚意出售 接受置换 看房随时,"['南北', '满五年', '近地铁', '采光较好']",2024-06-07 16:37:54
S3100940424485899,东波苑二街坊,浦东 金桥 东波路49弄,3室1厅1卫,高层(共6层),南,91.85㎡,390万,42461元/㎡,1998年建造,首付低至2成 高楼层视野无遮挡 近医院 近地铁 正规商品房,"['南', '近地铁', '优势户型', '满五']",2024-06-07 16:37:00
S3101671040508928,蓝村小区,"浦东 塘桥 南泉路1241弄,蓝村路501弄",2室1厅1卫,中层(共6层),南北,54.35㎡,320万,58878元/㎡,1985年建造,抵于同户型成交价15万，这套性价比不用多说，还送精装修！,"['南北', '近地铁', '满五', '房东急售']",2024-06-07 16:37:04
S3106628524825608,三林苑,"浦东 三林 三林路1466弄1-106号,永泰路1129弄1-95号",2室2厅1卫,低层(共6层),南北,71.1㎡,325万,45711元/㎡,1998年建造,一眼就心动的房子，小区央座，税费各付，送产权车位，精装全送！,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:41:55
S3107501766385664,日月光水岸花园(公寓住宅),"浦东 张江 青桐路409弄,青桐路408弄",2室2厅1卫,中层(共13层),南,90.42㎡,730万,80735元/㎡,2010年建造,日月光水岸花园(公寓住宅) 低容积 商品住宅 南向采光好,"['南', '唯一住房', '近地铁']",2024-06-07 16:37:23
S3108758091014148,三林苑,"浦东 三林 三林路1466弄1-106号,永泰路1129弄1-95号",2室1厅1卫,低层(共6层),南,71.1㎡,332万,46695元/㎡,2008年建造,30万精装全送，附赠一楼车库，满五地铁100米，南北全明！,"['南', '满五年', '近地铁', '户型方正']",2024-06-07 16:12:11
S3114424460894222,中海御景熙岸(公寓住宅),浦东 三林 秀沿西路258弄,3室2厅1卫,中层(共20层),南,88.58㎡,550万,62091元/㎡,2011年建造,前滩南附送5平米 m5v1有产权车位有钥匙,"['南', '满五年', '多人关注']",2024-06-07 16:37:15
S3114762443023361,金石苑(金桥新城一期),浦东 金桥 杨高北路5291弄,2室2厅1卫,低层(共11层),东,96.14㎡,600万,62409元/㎡,2002年建造,金石苑(金桥新城一期)  预约看房,"['东', '有电梯', '近地铁', '多人关注']",2024-06-07 16:37:54
S3117512532599811,大华锦绣华城九街区,浦东 北蔡 北艾路1200弄,2室1厅1卫,高层(共14层),南北,88.1㎡,678万,76959元/㎡,2006年建造,昌邑  ，电梯高区，配套齐全，7号锦绣路站,"['热门小区', '南北通透', '满五']",2024-06-07 16:37:00
S3117521117192195,通联苑(二期),浦东 金杨新村 博山东路188弄,2室1厅1卫,高层(共9层),南北,97.47㎡,720万,73869元/㎡,2002年建造,电梯高层，视野开阔，轨交环绕，南北通透，全明户型，房东诚意,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:27
S3118797007805441,明天华城,"浦东 周浦 康沈路2262弄,周星路500弄",2室2厅1卫,高层(共18层),南北,97.35㎡,570万,58552元/㎡,2011年建造,采光过于刺眼堪比第二颗东方明珠双澧溪书苞房！！,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:19
S3119806440464388,金露苑,浦东 洋泾 张杨路1667弄1-11号,2室2厅1卫,高层(共14层),南,112.18㎡,900万,80229元/㎡,2000年建造,主卧朝南，繁华地段，采光充足，房型正气,"['南', '满五年', '近地铁']",2024-06-07 16:16:46
S3120082843033605,江南二村,徐汇 徐家汇 江南二村1-48号,2室1厅1卫,中层(共6层),南北,55.93㎡,405万,72412元/㎡,1988年建造,江南二村 中间楼层采光好 南北通透 板楼 商业配套齐全,"['南北', '满五年', '近地铁', '人气热搜']",2024-06-07 15:34:30
S3120115188163592,金露苑,浦东 洋泾 张杨路1667弄1-11号,2室2厅1卫,高层(共14层),南,112.18㎡,900万,80229元/㎡,2000年建造,源深必看南北通高区两房，后排位置安静，老业主委托急急急！,"['南', '满五年', '近地铁']",2024-06-07 16:37:00
S3120456623940613,月季园,徐汇 康健 桂平路67弄,3室1厅1卫,高层(共6层),南北,77㎡,371万,48182元/㎡,1995年建造,电梯协议已签 正对小区大花园 满五   有钥匙 价格可谈,"['南北', '满五年', '近地铁', '户型方正']",2024-06-07 15:34:30
S3121753714269196,昌七小区,"浦东 世博 成山路1035弄,成山路963弄,南码头路1675弄,南码头路1621弄",2室1厅1卫,高层(共6层),南北,56.5㎡,300万,53098元/㎡,1998年建造,临地铁 超低密度 商圈成熟 交通便捷 精装可拎包入住,"['南北', '唯一住房', '近地铁']",2024-06-07 16:37:35
S3123080584190982,碧云新天地家园(一期),"浦东 金桥 长岛路823弄,长岛路825弄",3室2厅2卫,高层(共6层),南,156.22㎡,848万,54283元/㎡,2005年建造,推荐！碧云大三房，飞机户型，诚意卖，看房随时联系,"['南', 'VIP房东直卖', '满五年', '近地铁']",2024-06-07 16:37:39
S3127230633517065,维多利华庭,浦东 洋泾 苗圃路218弄,2室2厅1卫,中层(共11层),南,92.23㎡,860万,93246元/㎡,2005年建造,洋泾  维多利华庭 双南两房，中间楼层，看房方便,"['南', '热门小区', '满五', '房东急售']",2024-06-07 16:41:55
S3127254273564683,康桥宝邸,浦东 康桥 康弘路508弄,2室2厅1卫,低层(共6层),南北,74.5㎡,275万,36913元/㎡,2008年建造,康桥宝邸两房带大花园 精装修带地暖新风系统.置换自砍40W,"['南北', '满五年', '绿化率高', '多人关注']",2024-06-07 16:37:11
S3127762750465027,寿山坊,徐汇 康健 桂林西街201弄1-51号,2室1厅1卫,低层(共6层),南,60.56㎡,327万,53997元/㎡,1991年建造,有钥匙！！双南双天井！方方正正，老少皆宜楼层，采光无遮挡,"['南', '满五年', '近地铁']",2024-06-07 15:40:40
S3128917341578241,伟业金锦苑东方丽景,浦东 金桥 东陆路429弄1-54号,2室2厅1卫,中层(共11层),南北,96.84㎡,640万,66089元/㎡,2005年建造,金桥CBD 东方丽景 中心位置不靠轻轨  双轨交通 精装两房,"['南北', '满五年', '近地铁', '采光较好']",2024-06-07 16:37:54
S3130608109592586,俞一小区,徐汇 龙华 龙华西路31弄,2室1厅1卫,高层(共6层),南北,57.55㎡,388万,67420元/㎡,1990年建造,南北精装两房一厅|业主打新急急急|出价就卖|龙华会200米,"['南北', '满五年', '近地铁', '采光较好']",2024-06-07 15:52:19
S3132091491408899,华悦家园,徐汇 漕河泾 虹漕路19弄,3室2厅2卫,中层(共28层),南北,120.88㎡,790万,65355元/㎡,2016年建造,华悦家园 交通便捷 高楼层采光充足 商品房 医疗配套成熟,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 15:34:30
S3132875764261891,东源名都(西区),浦东 高行 双桥路1108弄,2室2厅1卫,低层(共11层),南北,98.82㎡,595万,60211元/㎡,2005年建造,精装南北两房，必看好房，房型正气，看房随时方便，房东诚意出售,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:27
S3132919987069963,巨东小区,"浦东 洋泾 羽山路801弄,张杨路1776弄,苗圃路463弄,巨野路469弄",2室1厅1卫,高层(共6层),南,69.88㎡,560万,80138元/㎡,1994年建造,巨东小区 企业力荐好房诚意出售,"['南', '近地铁']",2024-06-07 16:37:35
S3133112102903815,东方城市花园(二期),浦东 南码头 东方路1881弄,2室2厅2卫,低层(共24层),南北,122.16㎡,890万,72856元/㎡,2005年建造,东方城市花园(二期) 南北通透 刚需两居 交通便捷,"['南北', '有电梯', '近地铁', '绿化率高']",2024-06-07 16:41:55
S3134492286983176,寿山坊,徐汇 康健 桂林西街201弄1-51号,2室1厅1卫,低层(共6层),南,61.42㎡,328万,53403元/㎡,1991年建造,双南双天井！采光不遮挡！不靠高架！房东着急卖掉！,"['南', '满五年', '近地铁', '多人关注']",2024-06-07 15:42:03
S3134860524199941,蓝高小区,"浦东 塘桥 蓝村路60弄,蓝村路30弄",2室1厅1卫,低层(共6层),南北,58.35㎡,368万,63068元/㎡,1988年建造,春江水暖鸭先知 今年买房正当时 现在不入场又更待何日,"['南北', '热门小区', '近地铁', '房东急售']",2024-06-07 16:37:04
S3135883252098053,康宁坊,徐汇 康健 浦北路21弄,2室1厅1卫,中层(共6层),南北,56.7㎡,345万,60847元/㎡,1993年建造,  笋盘！售后公房！楼层佳！位置佳！看房有钥匙！,"['南北', '满五年', '近地铁']",2024-06-07 15:52:19
S3135979079998469,凯利海华府,浦东 北蔡 成山路1066弄1-37号,3室2厅2卫,高层(共30层),南北,116.45㎡,1140万,97897元/㎡,2021年建造,21年次新小区，外壁干挂大理石，全人车分流，双轨交通，精装,"['热门小区', '新上小区', '南北通透']",2024-06-07 16:37:15
S3137193271861252,张江名流豪庭,浦东 唐镇 春泉路45弄,2室2厅1卫,高层(共8层),南北,90㎡,520万,57778元/㎡,2010年建造,下套必卖！满五 南北通透 电梯洋房 福山建平加持 带车位,"['南北', '满五年', '近地铁', '人气热搜']",2024-06-07 16:36:54
S3138478082514959,秀怡苑,浦东 康桥 环桥路1137弄,2室2厅1卫,低层(共15层),南北,83.57㎡,365万,43676元/㎡,2016年建造,必卖好房 业主定好新房 着急出手 出价就卖,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:35
S3139155220340742,三江小区,徐汇 龙华 三江路301弄,2室1厅1卫,中层(共6层),南北,54.44㎡,410万,75313元/㎡,1995年建造,"三江小区，价格可谈50W,电梯南北两房，只需缴契税，带车位!","['南北', '满五年', '近地铁']",2024-06-07 15:52:19
S3141367187790849,桃园新城中城苑,浦东 周浦 瑞安路80弄,2室2厅1卫,高层(共6层),南,71.76㎡,265万,36929元/㎡,2008年建造,桃园新城中城苑|瑞安路80弄2室2厅1卫71.76平方米,"['南', 'VIP房东直卖', '满五年', '近地铁']",2024-06-07 16:37:35
S3141498303570958,江南一村,徐汇 徐家汇 大木桥路600弄,2室1厅1卫,共5层,南北,47.7㎡,330万,69183元/㎡,1954年建造,大木桥必看！准动迁房，有钥匙，南北通两房户型，金融城规划中！,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 15:42:03
S3144646731145229,金杨新村三街坊,"浦东 金杨新村 金口路53弄1-39号,155弄1-39号,枣庄路658弄1-56号,552弄1-42号",1室1厅1卫,低层(共6层),南,42.71㎡,199.9万,46805元/㎡,1997年建造,12平花园！20W精装，6号14号地铁300米，送固定车位！,"['南', '南北通透', '满五', '房东急售']",2024-06-07 16:37:07
S3145821838860288,山泉花苑(西区),浦东 潍坊新村 北张家浜路98弄1-6号,2室2厅1卫,中层(共6层),南北,97.1㎡,799万,82287元/㎡,2001年建造,潍坊  山泉花苑西北区  2室  2厅,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:36:54
S3145908595172353,日月光水岸花园(公寓住宅),"浦东 张江 青桐路409弄,青桐路408弄",2室2厅1卫,中层(共13层),南北,90.42㎡,730万,80735元/㎡,2010年建造,日月光水岸花园  毛坯房随自己喜好装修 景观楼层 送产权车位,"['南北', '满五年', '近地铁', '户型方正']",2024-06-07 16:16:54
S3146113972493318,高行绿洲六期,浦东 外高桥 兰嵩路360弄,3室1厅1卫,高层(共14层),南北,93.62㎡,417万,44542元/㎡,2012年建造,6号线地铁200米，2012年森兰小区，装修全送送2个车位,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:27
S3149746839315469,海上国际花园(一期),浦东 北蔡 成山路2399弄,4室2厅2卫,中层(共11层),南,140.18㎡,1258万,89742元/㎡,2005年建造,你没有看错！实拍拎包入住！生活不将就！业主已购急售！送车位！,"['南', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:19
S3150221437837321,恒大翰城瀚林苑(公寓住宅),浦东 三林 上南路3899弄,4室2厅2卫,高层(共6层),南北,129.06㎡,890万,68961元/㎡,2005年建造,限购解出落地！赠送3个露台（送100平），中央空调带地暖全送,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:27
S3150299056727043,乐山八九村,"徐汇 徐家汇 秀山路15弄,秀山路7弄",2室1厅1卫,高层(共6层),南北,50㎡,375万,75000元/㎡,1989年建造,徐汇中 南模中 两房 全明 高区 近地铁,"['南北', '满五年', '近地铁', '户型方正']",2024-06-07 15:52:19
S3151172736934913,日月光水岸花园(公寓住宅),"浦东 张江 青桐路409弄,青桐路408弄",2室2厅1卫,低层(共18层),南,88.92㎡,510万,57355元/㎡,2012年建造,刚需两居 满五   正规商品房 南向采光好 精装好房 近地铁,"['南', '热门小区', '南北通透', '房东急售']",2024-06-07 16:41:55
S3151229129677828,名门世家(浦东),浦东 洋泾 崮山路322弄,3室2厅2卫,低层(共12层),南北,148㎡,1100万,74325元/㎡,2003年建造,收，拥，零点五，商品房全明蝴蝶户型，价格好谈，诚意出售随时看,"['南北', '满五年', '近地铁']",2024-06-07 16:36:54
S3151262604368903,东原逸墅(公寓住宅),浦东 惠南 拱北路336弄,3室2厅2卫,中层(共20层),南北,115.73㎡,470万,40612元/㎡,2019年建造,学堂对南汇外国语   南汇天花板 次新房 买房送车位,"['南北', '满五年', '近地铁', '次新房']",2024-06-07 16:37:04
S3156194141199368,上南花城,"浦东 世博 耀华路87弄,耀华路85弄1-10号",4室2厅2卫,高层(共14层),南北,133.5㎡,990万,74158元/㎡,2003年建造,浦东核心（金玉良园）电梯大复试，俯瞰大世博一览众山小，带车位,"['南北', '热门小区', '优势户型', '交易周期可谈']",2024-06-07 16:36:58
S3158261963957259,海尚康庭,浦东 周浦 康弘路580弄,2室1厅1卫,高层(共14层),南北,72.54㎡,225万,31018元/㎡,2008年建造,凤凰楼层，房东新房已定，急售看房随时，本周笋盘,"['南北', '热门小区', '近地铁', '房东急售']",2024-06-07 16:41:55
S3158337617125385,菱翔苑(一期),浦东 周浦 年家浜路501弄1-26号,3室2厅2卫,中层(共12层),南北,136.15㎡,580万,42601元/㎡,2005年建造,业主回老家 急于出售 地铁口 万达旁 双澧溪 电梯中层,"['热门小区', '南北通透']",2024-06-07 16:41:55
S3158975092350987,汤臣商务中心,"浦东 陆家嘴 张杨路158,188,228号",2室1厅1卫,中层(共25层),南北,45.98㎡,200.4万,43585元/㎡,2015年建造,好房来袭浦东陆家嘴烫金地段 精装修 民用水电随时欢迎您来看房,"['南北', '满二年', '近地铁', '多人关注']",2024-06-07 16:37:00
S3160070483483656,御沁园(东区别墅),浦东 周浦 周康路869弄,4室2厅2卫,共3层,南,168.5㎡,1380万,81900元/㎡,2013年建造,    ，急售，御沁园(东区别墅) 近地铁，次新别墅，有钥匙,"['南', '满五年', '近地铁', '车位充足']",2024-06-07 16:37:30
S3161576536300544,信诚丽都苑,浦东 周浦 周市路380弄,2室2厅1卫,中层(共18层),南北,85.57㎡,341万,39851元/㎡,2012年建造,临近地铁丨近万达丨次新小区丨近步行街丨中间楼层丨房东置换急售,"['南北', '满五年', '近地铁', '车位充足']",2024-06-07 16:37:46
S3163086861736970,环线广场,徐汇 田林 宜山路515号,2室2厅1卫,中层(共28层),南,67.41㎡,288万,42724元/㎡,2016年建造,急售！徐汇区内环内 精装修 通燃气 带地暖 拎包入住,"['南', '满五年', '近地铁', '车位充足']",2024-06-07 15:34:30
S3164472650194947,宝佳苑,浦东 高行 高宝路528弄,2室2厅1卫,低层(共27层),南北,88.71㎡,420万,47346元/㎡,2018年建造,18年次新房，房东诚售，赠送两个车位，准电梯房，临近山姆万嘉,"['南北', '满五年']",2024-06-07 16:37:39
S3168203127184387,由由一村,"浦东 北蔡 严杨路30弄,严杨路45弄,严杨路60弄,严杨路165弄",3室1厅1卫,中层(共6层),南北,87㎡,430万,49426元/㎡,1997年建造,    找我买房1%中楼层 诚意出售 价格可谈,"['南北', '热门小区', '近地铁', '随时可看']",2024-06-07 16:37:07
S3168236060304396,梅园四街坊(福沈小区),"浦东 梅园 商城路1028弄,张杨路951弄,福山路100弄,福山路102弄",3室1厅1卫,高层(共6层),南北,73.13㎡,568万,77670元/㎡,1990年建造,梅园绿化  ，地铁0距离，    三房，福外建平自住！！！！,"['南北', '满五年', '近地铁']",2024-06-07 16:37:07
S3168586191363087,聚航苑,"浦东 航头 航梅路526弄,526弄78支弄",2室2厅1卫,中层(共6层),南北,92.65㎡,230万,24825元/㎡,2008年建造,产权清晰 南北通透 大两居 中间好楼层 满五  ,"['南北', '满五年', '多人关注']",2024-06-07 16:16:51
S3168842088472586,东安三村,徐汇 斜土路 东安三村50-74号,2室1厅1卫,中层(共6层),南北,50.41㎡,398万,78953元/㎡,1998年建造,业主已买急售，东边套全明，单字7开头，近大木桥东安路地铁口,"['南北', '满五年', '近地铁', '户型方正']",2024-06-07 15:52:19
S3171601595474952,万科金色城市,浦东 御桥 御水路150弄,4室2厅2卫,高层(共18层),南北,119㎡,1250万,105043元/㎡,2011年建造,万科11920电梯房 精装 双卫格局 满五    商品房,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:11
S3175730756198411,星海家园,浦东 曹路 海容路399弄,3室2厅1卫,低层(共18层),南,108.9㎡,418万,38384元/㎡,2012年建造,星海家园 满五 出行方便 近地铁 密度低 正南朝向,"['南', '满五年', '近地铁']",2024-06-07 16:14:54
S3175898331208718,汇京佳丽园,徐汇 上海南站 石龙路999弄,2室2厅1卫,中层(共17层),南,108.19㎡,950万,87809元/㎡,2005年建造,沿河景观房 电梯中区 视野好采光好 付款好价格可谈 诚意出售,"['南', '满五年', '近地铁']",2024-06-07 15:33:58
S3176416273276943,汇丽苑,"浦东 周浦 川周公路4011弄,关岳路229弄,周东新村",2室2厅1卫,低层(共6层),南北,76㎡,320万,42106元/㎡,2006年建造,  好房 汇丽苑 商品住宅 南北通透 环境优美 商圈成熟满五,"['热门小区', '南北通透', '配套成熟']",2024-06-07 16:41:55
S3176418040323081,正旺苑,浦东 金桥 凌河路618弄,3室2厅1卫,高层(共16层),南,101.62㎡,680万,66916元/㎡,2004年建造,电梯高区采光好！挑高四米五的大客厅！婚装送家电家具！随时看,"['南', '满五年', '近地铁']",2024-06-07 16:37:54
S3176418294193167,盛世年华,浦东 源深 羽山路100弄,3室2厅2卫,中层(共32层),南北,150.57㎡,1730万,114897元/㎡,2007年建造,盛世年华 交通便捷 南北通透 商品住宅 小区绿化高 双卫,"['南北', '价格优惠', '房东急售', '随时可看']",2024-06-07 16:37:07
S3176423486235656,联洋花园(二期),浦东 联洋 丁香路999弄,4室2厅2卫,低层(共12层),南北,145.98㎡,1340万,91794元/㎡,2003年建造,联洋花园(二期) 电梯房 产权清晰 商业配套成熟 南北通透,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:19
S3176426469285892,金巷小区,"浦东 金桥 杨高中路10弄3支弄,杨高中路10弄1支弄",2室1厅1卫,高层(共6层),南,74.5㎡,318万,42685元/㎡,2002年建造,金巷小区 2室1厅 预约看房,"['南', '近地铁', '多人关注']",2024-06-07 16:37:35
S3176435962469376,地产尚海郦景,浦东 洋泾 桃林路299弄,3室2厅2卫,低层(共32层),南北,131.94㎡,1780万,134910元/㎡,2018年建造,地产尚海郦景 交通便捷 房龄新 带电梯 近地铁 南北通透,"['南北', '有电梯', '近地铁', '车位充足']",2024-06-07 16:37:15
S3179829130355727,金隆置地大厦,浦东 陆家嘴 昌邑路588弄1-6号,1室1厅1卫,中层(共31层),南北,56.4㎡,418万,74114元/㎡,2003年建造,金隆置地大厦 正地铁 70年产权 近滨江近轮渡 产权清晰没户,"['南北', '满五年', '近地铁']",2024-06-07 16:37:46
S3181301363516426,浦江东旭公寓(东区),浦东 高行 东靖路669弄1-109号,2室2厅1卫,高层(共18层),南北,81㎡,380万,46914元/㎡,2010年建造,16年次新房！空关有钥匙 业主置换 满五税少 可拎包入住,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:35
S3181555935058956,华泾绿苑,徐汇 华泾 龙吴路2588弄1-76号,2室2厅1卫,高层(共11层),南北,86.91㎡,640万,73640元/㎡,2010年建造,华泾绿苑 精装可拎包入住 满五 高楼层采光充足 临地铁,"['南北', '满五年', '多人关注']",2024-06-07 15:34:30
S3181566083964940,金樟花苑,浦东 金杨新村 栖山路1555弄1-34号,2室1厅1卫,中层(共6层),南北,70.39㎡,455万,64640元/㎡,1995年建造,新出丨精装，业主出国急售，带车位，看房随时，价格可谈,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:35
S3185735029775374,永泰花苑,浦东 三林 永泰路630弄,2室2厅1卫,低层(共18层),南,83.39㎡,508万,60919元/㎡,2017年建造,业主确认，豪装修全送，送40平方院子，税费各付，有产权车位！,"['南', '南北通透', '配套成熟', '随时可看']",2024-06-07 16:41:55
S3185881150331911,永泰花苑,浦东 三林 永泰路630弄,3室2厅2卫,高层(共11层),南北,129.24㎡,650万,50295元/㎡,2006年建造,近地铁 前滩旁 电梯复式 送超大露台 接受置换 停车方便,"['南北', '满五年', '近地铁', '绿化率高']",2024-06-07 16:37:00
S3187387847597056,东旭雅苑,"浦东 高行 高博路211弄,高博路210弄",2室1厅1卫,中层(共14层),南北,71.4㎡,339万,47479元/㎡,2016年建造,近地铁 精装好房 中间楼层采光好 房龄新 交通便利 电梯房,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 16:37:07
S3188047066014723,金领国际(公寓住宅),浦东 唐镇 川沙路1666弄,2室2厅1卫,高层(共11层),南北,89.47㎡,338万,37779元/㎡,2009年建造,品质商品房 凤凰楼层 看房联系尹佳 客厅朝南 诚心置换,"['南北', '人气热搜']",2024-06-07 16:37:00
S3188107720646664,保利金爵公寓,浦东 唐镇 创新西路300弄,2室2厅1卫,中层(共14层),南北,91.61㎡,520万,56763元/㎡,2009年建造,价格可大谈，带地下产权车位，业主诚心置换上门降价急售，近地铁,"['南北', '房东直卖', '满五年', '近地铁']",2024-06-07 16:37:54
S3188250095098885,锦绣华都,浦东 御桥 御衡路68弄,2室2厅1卫,中层(共18层),南北,90.53㎡,510万,56335元/㎡,2010年建造,新出满五年（高楼层不靠高压）精装修自住，买进可直接拎包入住,"['南北', '满五年', '近地铁']",2024-06-07 16:37:54
S3188332622683136,金海大厦,徐汇 徐家汇 龙漕路51弄1号,3室2厅1卫,高层(共26层),南,102.66㎡,768万,74811元/㎡,1996年建造,精装修大三房，求知直声田三，三轨环绕，日月光，看房随时,"['南', '热门小区', '配套成熟']",2024-06-07 15:34:30
S3189441574264834,绿洲康城亲水湾(中区),浦东 御桥 康桥路1558弄,3室2厅1卫,低层(共17层),南,97.99㎡,580万,59190元/㎡,2012年建造,17年次新房 雅颂品质 精装修交付 满五   只需契税,"['南', '满五年', '车位充足']",2024-06-07 16:37:39
S3189448072273920,栖山家园,浦东 金杨新村 栖山路1460弄,3室1厅1卫,中层(共6层),南,88.75㎡,758万,85409元/㎡,2003年建造,金杨新村 交通便捷 楼层好 商业配套成熟 满五  ,"['南', '满五年', '近地铁']",2024-06-07 16:37:00
S3189725727417351,秀康新城达城家园,浦东 康桥 康弘路515弄,2室2厅1卫,高层(共14层),南北,77.25㎡,330万,42719元/㎡,2008年建造,康桥商品房小区高楼层视野好 超低密度 有电梯 满五  ,"['南北', '满五年', '多人关注']",2024-06-07 16:37:04
S3189896295848974,长丰坊,徐汇 康健 桂林西街47弄1-94号,2室1厅1卫,低层(共6层),南北,55㎡,330万,60000元/㎡,1999年建造,长丰双南两房！小区中心采光不挡！带固定车位，房东急售看房随时,"['南北', '满五年', '近地铁', '多人关注']",2024-06-07 15:52:19
S3190019073596424,上缝小区,"徐汇 龙华 龙水北路900弄,龙华西路285弄2-30号,龙水北路960弄4-21号",2室1厅1卫,中层(共6层),南北,55.93㎡,350万,62579元/㎡,1995年建造,电梯加装中 婚房装修 家具家电全送 近三条线地铁口 边套全明,"['南北', '满五年', '近地铁']",2024-06-07 15:34:30
S3190897697987587,星海家园,浦东 曹路 海容路399弄,3室1厅1卫,低层(共18层),南北,109㎡,415万,38074元/㎡,2012年建造,星海家园 出行方便 临地铁 精装修 超低密度 南北通透,"['南北', '近地铁']",2024-06-07 16:37:07
